username,full_name,profile_url,pk,is_private,source,category,name_score,expat_signal,professional_signal,asuncion_signal,outreach_score,outreach_tier
myrianrodriguezz,Myrian Rodríguez Sanabria,https://www.instagram.com/myrianrodriguezz,1065631083,,protectiondentalcenter,human,50,2,2,0,100,A
alejandra_gomezzzzzz,Alejandra Gomez,https://www.instagram.com/alejandra_gomezzzzzz,10702955673,,protectiondentalcenter,human,85,0,2,0,100,A
ada_raqueel,Raquel Pérez,https://www.instagram.com/ada_raqueel,10706272904,,odontologia3py,human,85,2,0,0,100,A
aliciam_rodriguez,Alicia Rodriguez,https://www.instagram.com/aliciam_rodriguez,1081667815,,protectiondentalcenter,human,85,0,2,0,100,A
maria_gbay,Maria Garibay,https://www.instagram.com/maria_gbay,1081766641,,protectiondentalcenter,human,85,1,0,0,100,A
andru_brun,Andru Brun,https://www.instagram.com/andru_brun,1087755684,,protectiondentalcenter,human,85,0,2,0,100,A
camila_maribel27,Camila Duarte Verón,https://www.instagram.com/camila_maribel27,10882015844,,protectiondentalcenter,human,70,2,0,0,100,A
lic_mirtaroman,Mirta Roman,https://www.instagram.com/lic_mirtaroman,1088516326,,protectiondentalcenter,human,85,0,2,0,100,A
sulma_rmz,Sulma Isabel Ramírez,https://www.instagram.com/sulma_rmz,10942459343,,odontospy,human,95,2,0,0,100,A
lizamariel_mazo,Liza Mariel Mazó,https://www.instagram.com/lizamariel_mazo,1094305171,,odontologia3py,human,95,2,0,0,100,A
prii_dominguess,Priscila Domingues,https://www.instagram.com/prii_dominguess,1107076225,,protectiondentalcenter,human,85,0,2,0,100,A
lau_amarilla,Laura Amarilla Arrúa,https://www.instagram.com/lau_amarilla,1108184976,,odontologia3py,human,95,2,0,0,100,A
jazzf_rios,Jazmín Ferreira Ríos,https://www.instagram.com/jazzf_rios,1110517800,,odontologia3py,human,95,2,0,0,100,A
salerno_sandra,Noemi Salerno,https://www.instagram.com/salerno_sandra,1113153479,,protectiondentalcenter,human,85,0,2,0,100,A
erikamabel_baez,Erika Báez Fernández,https://www.instagram.com/erikamabel_baez,11139055020,,odontospy,human,95,2,0,0,100,A
carito_py,Carito Sánchez,https://www.instagram.com/carito_py,1122762840,,protectiondentalcenter,human,85,2,0,0,100,A
ronald_lopezg,Ronald López,https://www.instagram.com/ronald_lopezg,1124806379,,protectiondentalcenter,human,85,2,0,0,100,A
sandra_port,Sandra Portillo,https://www.instagram.com/sandra_port,1124989481,,odontospy,human,85,0,2,0,100,A
haydee_galeano,Haydée Galeano,https://www.instagram.com/haydee_galeano,11315489745,,protectiondentalcenter,human,85,2,0,0,100,A
chibe.ing,Cynthia Beatriz Giménez,https://www.instagram.com/chibe.ing,1133232849,,protectiondentalcenter,human,50,2,2,0,100,A
richard_otazu,Richard Otazú,https://www.instagram.com/richard_otazu,1135077253,,odontologia3py,human,85,2,0,0,100,A
marle_sosa22,Liza Marlene Páez Sosa,https://www.instagram.com/marle_sosa22,11375911582,,protectiondentalcenter,human,70,2,0,0,100,A
maga_garcia,Araceli García,https://www.instagram.com/maga_garcia,1140297484,,odontospy,human,85,2,0,0,100,A
alessandra_fiouris,Alessandra Fiouris,https://www.instagram.com/alessandra_fiouris,11403017729,,protectiondentalcenter,human,85,0,2,0,100,A
dra_nataliagonzalez,Natalia González,https://www.instagram.com/dra_nataliagonzalez,1140419421,,protectiondentalcenter,human,85,2,2,0,100,A
mabel_emilce,Mabel Emilce Ortiz Velásquez,https://www.instagram.com/mabel_emilce,11467803094,,protectiondentalcenter,human,95,2,0,0,100,A
sandraflecha,Sandra Flecha Centurión,https://www.instagram.com/sandraflecha,1149476893,,protectiondentalcenter,human,50,2,2,0,100,A
claud_velaz,Claudia Velazquez Argüello,https://www.instagram.com/claud_velaz,1149947828,,protectiondentalcenter,human,95,2,0,0,100,A
azusamudio,Asu Otazú Samudio,https://www.instagram.com/azusamudio,11565059604,,protectiondentalcenter,human,50,2,0,2,100,A
alejandra_guerrerok,Alejandra Guerrero,https://www.instagram.com/alejandra_guerrerok,1159194784,,protectiondentalcenter,human,85,0,2,0,100,A
matias_vn,Matias Velázquez,https://www.instagram.com/matias_vn,1167723213,,odontologia3py,human,85,2,0,0,100,A
ara_gimenezt,Araceli Giménez,https://www.instagram.com/ara_gimenezt,1174136068,,protectiondentalcenter,human,85,2,0,0,100,A
fabiana_rodriguez85,Fabi Báez,https://www.instagram.com/fabiana_rodriguez85,1181908550,,protectiondentalcenter,human,60,2,2,0,100,A
ana_jorlis,Cláudia Guedes,https://www.instagram.com/ana_jorlis,1182331516,,protectiondentalcenter,human,85,2,0,0,100,A
diana_cibils,Diana Gissel Cibils Cáceres,https://www.instagram.com/diana_cibils,12084462721,,protectiondentalcenter,human,95,2,0,0,100,A
marilou_irala,Marilú Irala,https://www.instagram.com/marilou_irala,1213286102,,protectiondentalcenter,human,85,2,0,0,100,A
sara_benitezm,Sara Benítez Mongelós,https://www.instagram.com/sara_benitezm,1226267427,,odontologia3py,human,95,2,0,0,100,A
marielaconcepcion_moran,Mariela Morán,https://www.instagram.com/marielaconcepcion_moran,1232664322,,protectiondentalcenter,human,85,2,0,0,100,A
victorhugo_benitez84,Victor Hugo Benítez López,https://www.instagram.com/victorhugo_benitez84,1248051789,,protectiondentalcenter,human,70,2,0,0,100,A
iva_magali,Ivanna Magali González Vázquez,https://www.instagram.com/iva_magali,1251167303,,protectiondentalcenter,human,95,2,0,0,100,A
carmina_gpy,Carmína,https://www.instagram.com/carmina_gpy,1252131011,,protectiondentalcenter,human,75,2,0,0,100,A
sanie_lucia,Sanie Lucía,https://www.instagram.com/sanie_lucia,1257683116,,protectiondentalcenter,human,85,2,0,0,100,A
yose_meza,José Meza,https://www.instagram.com/yose_meza,1260256682,,odontospy,human,85,2,0,0,100,A
jaz_godoy,Jazmín Godoy,https://www.instagram.com/jaz_godoy,1261985548,,protectiondentalcenter,human,85,2,0,0,100,A
eduardo_morontag,Eduardo Moronta,https://www.instagram.com/eduardo_morontag,1265467550,,protectiondentalcenter,human,85,1,0,0,100,A
yoyo_rodriguezarellano,Héctor Rodríguez,https://www.instagram.com/yoyo_rodriguezarellano,1265532422,,odontospy,human,85,2,2,0,100,A
sonia_yeruta,Sonia Yerutá,https://www.instagram.com/sonia_yeruta,1265533518,,protectiondentalcenter,human,85,2,0,0,100,A
sandra_karolyne,Saddy Carolyne,https://www.instagram.com/sandra_karolyne,1265578694,,protectiondentalcenter,human,85,0,2,0,100,A
fatima_renaut,Fátima Renaut,https://www.instagram.com/fatima_renaut,1267721858,,odontospy,human,85,2,0,0,100,A
pao_lormr,Paola Morínigo,https://www.instagram.com/pao_lormr,1268264825,,protectiondentalcenter,human,85,2,0,0,100,A
lizza_johana,Lizza Johana Quiñónez Narváez,https://www.instagram.com/lizza_johana,1270193868,,odontospy,human,95,2,0,0,100,A
lis_carreon,Lis Carreón,https://www.instagram.com/lis_carreon,1270568165,,protectiondentalcenter,human,85,2,0,0,100,A
hernan_aq,Hernán Aquino,https://www.instagram.com/hernan_aq,1272246564,,odontologia3py,human,85,2,0,0,100,A
meza_moni,Mónica Meza,https://www.instagram.com/meza_moni,1276470543,,odontologia3py,human,85,2,0,0,100,A
adriana_rivaas,Adriana Rivas,https://www.instagram.com/adriana_rivaas,1281936510,,odontologia3py,human,85,0,2,0,100,A
jorge_gongar20,Jorge González García,https://www.instagram.com/jorge_gongar20,1284903530,,odontospy,human,70,2,0,0,100,A
luis_diazpy,Luis Díaz,https://www.instagram.com/luis_diazpy,1287435928,,odontologia3py,human,85,2,0,0,100,A
rodri_benitez98,Rodrigo Benítez,https://www.instagram.com/rodri_benitez98,1287737186,,odontospy,human,60,2,2,0,100,A
pedro_mendozaa,Pedro Mendoza,https://www.instagram.com/pedro_mendozaa,1289460230,,odontospy,human,85,0,2,0,100,A
marie_alvarengaf,Mariela Alvarenga Fleitas,https://www.instagram.com/marie_alvarengaf,1291030754,,protectiondentalcenter,human,95,1,0,0,100,A
mongelos_noelia,Noelia González Mongelos,https://www.instagram.com/mongelos_noelia,1294488308,,protectiondentalcenter,human,95,2,0,0,100,A
olga_tome,Olga Tomé,https://www.instagram.com/olga_tome,1295285444,,protectiondentalcenter,human,85,2,0,0,100,A
angelicaniza,Angélica Sanabria De Caniza,https://www.instagram.com/angelicaniza,1299039969,,protectiondentalcenter,human,50,2,2,0,100,A
andreiapereira7088,Andréia Pereira Baldim,https://www.instagram.com/andreiapereira7088,13047568593,,protectiondentalcenter,human,50,2,2,0,100,A
lelem_santacruz,Belén Santacruz,https://www.instagram.com/lelem_santacruz,1320820364,,protectiondentalcenter,human,85,2,0,0,100,A
susan_vivancf,Susan Vivanco,https://www.instagram.com/susan_vivancf,13252940980,,protectiondentalcenter,human,85,1,0,0,100,A
risu_ezo,Belén,https://www.instagram.com/risu_ezo,1327297326,,protectiondentalcenter,human,75,2,0,0,100,A
dramariana.panenunez,Mariana Pane Cirugía Plástica,https://www.instagram.com/dramariana.panenunez,1328533367,,protectiondentalcenter,human,50,2,2,0,100,A
maria_viverosj,Maria Viveros,https://www.instagram.com/maria_viverosj,1334390799,,protectiondentalcenter,human,85,1,0,0,100,A
ruth_aricaye,Ruth Aricayé,https://www.instagram.com/ruth_aricaye,1334859843,,odontologia3py,human,85,2,0,0,100,A
diana_pedrom,Diana Pedro Mosciaro,https://www.instagram.com/diana_pedrom,1336982915,,odontologia3py,human,95,1,2,0,100,A
solay_alarcon,Solay Alarcón Salas,https://www.instagram.com/solay_alarcon,1337013107,,protectiondentalcenter,human,95,2,0,0,100,A
ireneleonf_py,Irene León,https://www.instagram.com/ireneleonf_py,1337678575,,protectiondentalcenter,human,85,2,0,0,100,A
leidy_aranda08,Leidy Aranda Rodríguez,https://www.instagram.com/leidy_aranda08,1337688576,,protectiondentalcenter,human,70,2,0,0,100,A
ara_quinonezz,Arami Quiñónez,https://www.instagram.com/ara_quinonezz,1339385064,,protectiondentalcenter,human,85,2,0,0,100,A
flores_roci,Rocío García Flores,https://www.instagram.com/flores_roci,1340633373,,odontologia3py,human,95,2,0,0,100,A
selena_paraguaya,Gabiota Gonam,https://www.instagram.com/selena_paraguaya,1341883723,,protectiondentalcenter,human,85,0,0,2,100,A
leandra_araceli,Ara Nuñez,https://www.instagram.com/leandra_araceli,1344322641,,protectiondentalcenter,human,85,0,2,0,100,A
alice_orue,Alice Belén Orué,https://www.instagram.com/alice_orue,1349086742,,odontologia3py,human,95,2,2,0,100,A
ingrid_murcia,Johana Arias,https://www.instagram.com/ingrid_murcia,1352984836,,protectiondentalcenter,human,85,0,2,0,100,A
eldy_cousinho7,Eldy González Cousiño,https://www.instagram.com/eldy_cousinho7,1354499530,,protectiondentalcenter,human,70,2,0,0,100,A
lujan_puschkarevich,Luján Puschkarevich,https://www.instagram.com/lujan_puschkarevich,1354792221,,protectiondentalcenter,human,85,2,0,0,100,A
katta_cordova,Kata Córdova,https://www.instagram.com/katta_cordova,1357902208,,protectiondentalcenter,human,85,2,0,0,100,A
di_lopezcol,Diana López,https://www.instagram.com/di_lopezcol,1363166786,,protectiondentalcenter,human,85,2,0,0,100,A
rodrigo_coronil,Rodrigo Coronil,https://www.instagram.com/rodrigo_coronil,1363622363,,protectiondentalcenter,human,85,0,2,0,100,A
sena_andrea,Andrea Sena,https://www.instagram.com/sena_andrea,1364152304,,odontologia3py,human,85,0,2,0,100,A
patty_ares,Patty Argüello,https://www.instagram.com/patty_ares,1364273739,,protectiondentalcenter,human,85,2,0,0,100,A
josemarti_bogadoduarte,José Marti Bogado Duarte,https://www.instagram.com/josemarti_bogadoduarte,1364388576,,odontospy,human,95,2,0,0,100,A
tuta_gomez,Susana Gómez,https://www.instagram.com/tuta_gomez,1368452945,,odontologia3py,human,85,2,0,0,100,A
pauli_ccres,Pabla Cáceres,https://www.instagram.com/pauli_ccres,1368642567,,protectiondentalcenter,human,85,2,0,0,100,A
williams_ledezma,Willian Ledezma Martínez,https://www.instagram.com/williams_ledezma,1370183653,,protectiondentalcenter,human,95,2,0,0,100,A
alice_menb,Alice Mencia Baez,https://www.instagram.com/alice_menb,1372501225,,odontologia3py,human,95,0,2,0,100,A
claudi_colman,Claudia Elizabeth Colmán Paredes,https://www.instagram.com/claudi_colman,1377723715,,protectiondentalcenter,human,95,2,0,0,100,A
nor_martinezz,Norma Martínez,https://www.instagram.com/nor_martinezz,1378831306,,protectiondentalcenter,human,85,2,0,0,100,A
adry_cand,Adriana Candia,https://www.instagram.com/adry_cand,13792170632,,protectiondentalcenter,human,85,0,2,0,100,A
adriana_cardenas7,Adriana Cárdenas,https://www.instagram.com/adriana_cardenas7,1379768308,,odontologia3py,human,60,2,2,0,100,A
andreamartinez_rey,Andrea Martinez,https://www.instagram.com/andreamartinez_rey,1382712438,,protectiondentalcenter,human,85,0,2,0,100,A
monica_samiraylen,Castillo Burgos Monica,https://www.instagram.com/monica_samiraylen,1384152277,,protectiondentalcenter,human,95,1,0,0,100,A
pepin_ozuna,Fabián Santander,https://www.instagram.com/pepin_ozuna,1385222371,,protectiondentalcenter,human,85,2,0,0,100,A
andrei_arguello,Andrea Belén Argüello,https://www.instagram.com/andrei_arguello,1385648608,,protectiondentalcenter,human,95,2,2,0,100,A
daniel_hector,Hector Alderete,https://www.instagram.com/daniel_hector,1387840586,,protectiondentalcenter,human,85,1,0,0,100,A
lizma_dominguez,Liz Dominguez,https://www.instagram.com/lizma_dominguez,1389948297,,protectiondentalcenter,human,85,0,2,0,100,A
ingrid_deaf,Ingrid Velozo,https://www.instagram.com/ingrid_deaf,13982788739,,odontospy,human,85,0,2,0,100,A
encarnifernandezreal,Encarni Fernández Real,https://www.instagram.com/encarnifernandezreal,14005721774,,protectiondentalcenter,human,50,2,0,2,100,A
gonzalez_rossanaa,Rossana González Cabrera,https://www.instagram.com/gonzalez_rossanaa,1401562786,,odontospy,human,95,2,0,0,100,A
aura_maral,Aura Martínez Alegre,https://www.instagram.com/aura_maral,1405768266,,odontospy,human,95,2,0,0,100,A
nicole_gonzalezlml,Nicole González,https://www.instagram.com/nicole_gonzalezlml,1408426959,,protectiondentalcenter,human,85,2,0,0,100,A
adriandiaz_96,Adrián Alejandro Díaz,https://www.instagram.com/adriandiaz_96,1409966494,,odontospy,human,50,2,2,0,100,A
monicaandrea.forte,Mónica Andrea Forte,https://www.instagram.com/monicaandrea.forte,1413714735,,odontospy,human,50,2,2,0,100,A
ernest_pedraza,Ernesto Pedraza,https://www.instagram.com/ernest_pedraza,1414716597,,odontospy,human,85,0,2,0,100,A
daninicole_aguero,Danissa Agüero Bizama,https://www.instagram.com/daninicole_aguero,1417950873,,protectiondentalcenter,human,95,2,0,0,100,A
gris_rodriguezor,Griselda Noemi Rodriguez Ortiz,https://www.instagram.com/gris_rodriguezor,1418746160,,protectiondentalcenter,human,95,0,2,0,100,A
aracelly_benitez67,Aracelly Anahí Benítez,https://www.instagram.com/aracelly_benitez67,1419452241,,odontologia3py,human,70,2,0,0,100,A
mari_oceana,Mari Océana,https://www.instagram.com/mari_oceana,1419882946,,protectiondentalcenter,human,85,2,0,0,100,A
jackie_lchz,Jacqueline López Chávez,https://www.instagram.com/jackie_lchz,14225780367,,protectiondentalcenter,human,95,2,0,0,100,A
sergio_torrinho,Sérgio Torres,https://www.instagram.com/sergio_torrinho,1423037301,,protectiondentalcenter,human,85,2,0,0,100,A
mariel_tallarico,Mariel Tallarico González,https://www.instagram.com/mariel_tallarico,1423470079,,protectiondentalcenter,human,95,2,0,0,100,A
carmen_nuneez,Carmen Nuñez,https://www.instagram.com/carmen_nuneez,1424675426,,protectiondentalcenter,human,85,1,0,0,100,A
vera_mbl,María Vera,https://www.instagram.com/vera_mbl,1429664153,,protectiondentalcenter,human,85,2,0,0,100,A
ami_galvan,Amalia Galván,https://www.instagram.com/ami_galvan,1430989449,,protectiondentalcenter,human,85,2,0,0,100,A
liliiana_baez,Liliana Báez,https://www.instagram.com/liliiana_baez,1433911883,,protectiondentalcenter,human,85,2,0,0,100,A
yocelyn_pj,Yocelyn Pérez Jiménez,https://www.instagram.com/yocelyn_pj,1434308453,,protectiondentalcenter,human,95,2,0,0,100,A
steven_rodriguezpy,Steven Rodriguez,https://www.instagram.com/steven_rodriguezpy,1435293331,,protectiondentalcenter,human,85,1,2,0,100,A
daniel_caballeroo,Daniel Caballero,https://www.instagram.com/daniel_caballeroo,1435323422,,odontologia3py,human,85,1,0,0,100,A
maria_raviolo,Maria Acosta Raviolo,https://www.instagram.com/maria_raviolo,1439248786,,protectiondentalcenter,human,95,1,0,0,100,A
marymar_caceres,Marymar Cáceres,https://www.instagram.com/marymar_caceres,1439350316,,protectiondentalcenter,human,85,2,0,0,100,A
diana_morel,Diana Morel,https://www.instagram.com/diana_morel,1439805080,,protectiondentalcenter,human,85,1,0,0,100,A
dria_vital,Áldria Vital,https://www.instagram.com/dria_vital,1441667318,,protectiondentalcenter,human,85,0,2,0,100,A
andre_spies,André Spies,https://www.instagram.com/andre_spies,1443028431,,protectiondentalcenter,human,85,2,2,0,100,A
dra.mariajoseriveros,María José Riveros,https://www.instagram.com/dra.mariajoseriveros,14436996836,,odontologia3py,human,50,2,2,0,100,A
yamile_mereles,Karen Yamile Mereles Giménez,https://www.instagram.com/yamile_mereles,1444011768,,protectiondentalcenter,human,95,2,0,0,100,A
alicia_estigarribia,Alicia Estigarribia,https://www.instagram.com/alicia_estigarribia,1444038646,,protectiondentalcenter,human,85,0,2,0,100,A
anne_godoy,Mara Anne Godoy,https://www.instagram.com/anne_godoy,1444057909,,protectiondentalcenter,human,95,1,0,0,100,A
rocilopez_du,Rocio López,https://www.instagram.com/rocilopez_du,1444826627,,odontospy,human,85,2,0,0,100,A
lina_drojas,Lina Rojas,https://www.instagram.com/lina_drojas,1446029490,,protectiondentalcenter,human,85,0,2,0,100,A
natiana_gomez,Natiana Gómez,https://www.instagram.com/natiana_gomez,1448556731,,protectiondentalcenter,human,85,2,0,0,100,A
florentin_rocio,Rocío Florentín,https://www.instagram.com/florentin_rocio,1448644632,,odontospy,human,85,2,0,0,100,A
freddy_rodrig,Freddy Rodriguez,https://www.instagram.com/freddy_rodrig,1448666021,,odontologia3py,human,85,0,2,0,100,A
cynthia_toniolo,Cynthia Toniolo,https://www.instagram.com/cynthia_toniolo,1448865914,,protectiondentalcenter,human,85,1,0,0,100,A
sandra_ribeirooficial,Sandra Ribeiro,https://www.instagram.com/sandra_ribeirooficial,1449973050,,protectiondentalcenter,human,85,0,2,0,100,A
susan_beta,Susana Beta,https://www.instagram.com/susan_beta,1450122961,,protectiondentalcenter,human,85,1,0,0,100,A
nilross_mirbri,Nilda Rossana Miranda Brítez,https://www.instagram.com/nilross_mirbri,1453116433,,odontologia3py,human,95,2,0,0,100,A
alicia_menndoza,Alicia Mendoza,https://www.instagram.com/alicia_menndoza,1454178836,,protectiondentalcenter,human,85,0,2,0,100,A
asu_ramirez,María Asu Ramírez,https://www.instagram.com/asu_ramirez,1454369439,,protectiondentalcenter,human,95,2,0,2,100,A
ale_cazo,Ale Cazó,https://www.instagram.com/ale_cazo,14549518039,,odontologia3py,human,85,2,0,0,100,A
alicia.toledo27,Alicia Rosalba Toledo Centurión,https://www.instagram.com/alicia.toledo27,1455893289,,odontologia3py,human,50,2,2,0,100,A
jessica_origoya,Jessica Origoya,https://www.instagram.com/jessica_origoya,1456752351,,odontologia3py,human,85,1,0,0,100,A
sandra_ledesmapy,Sandra Ledesma,https://www.instagram.com/sandra_ledesmapy,1457320704,,protectiondentalcenter,human,85,0,2,0,100,A
alan_fabriziob,Alan Báez,https://www.instagram.com/alan_fabriziob,1458163215,,odontospy,human,85,2,0,0,100,A
vere_mart,Beli Martínez,https://www.instagram.com/vere_mart,1463181336,,protectiondentalcenter,human,85,2,0,0,100,A
ma_gabrielaortiz,María Gabriela Ortiz,https://www.instagram.com/ma_gabrielaortiz,146330238,,protectiondentalcenter,human,95,2,0,0,100,A
lari_gonzalezt,Larissa González Torres,https://www.instagram.com/lari_gonzalezt,1463414528,,protectiondentalcenter,human,95,2,0,0,100,A
vero_cubilla,Verónica Cubilla,https://www.instagram.com/vero_cubilla,1464444277,,odontospy,human,85,2,0,0,100,A
iana_lopez,Iana López,https://www.instagram.com/iana_lopez,1465416986,,protectiondentalcenter,human,85,2,0,0,100,A
mont_bribe,Montse Britez Benítez,https://www.instagram.com/mont_bribe,1465472162,,odontologia3py,human,95,2,0,0,100,A
lic_aniflores,Ani Florenciañez,https://www.instagram.com/lic_aniflores,1466100469,,protectiondentalcenter,human,85,0,2,0,100,A
laura_ortellado,Laura Victoria Ortellado Ferreira,https://www.instagram.com/laura_ortellado,1466115637,,protectiondentalcenter,human,95,1,0,0,100,A
noelia_nicolee,Noelia González,https://www.instagram.com/noelia_nicolee,1467288317,,protectiondentalcenter,human,85,2,0,0,100,A
aracelisperez_galan,Aracelis Pérez,https://www.instagram.com/aracelisperez_galan,1469720743,,protectiondentalcenter,human,85,2,0,0,100,A
felicita_gomez,Felicita Gómez,https://www.instagram.com/felicita_gomez,1470955090,,odontospy,human,85,2,2,0,100,A
eva_castane,Eva Castañé Cañaveras,https://www.instagram.com/eva_castane,1472967329,,protectiondentalcenter,human,95,2,0,0,100,A
natalia_sebriano,Natty González,https://www.instagram.com/natalia_sebriano,1473016452,,protectiondentalcenter,human,85,2,0,0,100,A
ingrid_huber,Ingrid Huber Ferreira,https://www.instagram.com/ingrid_huber,1482182267,,odontospy,human,95,0,2,0,100,A
clara_damasio,Clara Nogueira Damásio,https://www.instagram.com/clara_damasio,1483323874,,protectiondentalcenter,human,95,2,0,0,100,A
gissette_nunhez,Gissette Núñez,https://www.instagram.com/gissette_nunhez,1483775427,,protectiondentalcenter,human,85,2,0,0,100,A
adrian_alvarengask,Ronald Adrian Alvarenga,https://www.instagram.com/adrian_alvarengask,1485978443,,protectiondentalcenter,human,95,0,2,0,100,A
glo_drakeford,Glo Drakeford,https://www.instagram.com/glo_drakeford,1487446411,,protectiondentalcenter,human,85,0,2,0,100,A
dra_agos,Agostina Ibañez Soto,https://www.instagram.com/dra_agos,1488742085,,odontospy,human,95,0,2,0,100,A
rebee_dominguez,Rebee Domínguez,https://www.instagram.com/rebee_dominguez,1489002171,,protectiondentalcenter,human,85,2,2,0,100,A
mo_zeballos,Mónica Zeballos,https://www.instagram.com/mo_zeballos,1490064498,,protectiondentalcenter,human,85,2,0,0,100,A
danie_gonzz,Daniela González,https://www.instagram.com/danie_gonzz,1491807261,,protectiondentalcenter,human,85,2,0,0,100,A
fatima_gissel,Fátima Gissel Benítez,https://www.instagram.com/fatima_gissel,1493682747,,protectiondentalcenter,human,95,2,0,0,100,A
sandra_perez_ramirez17,Sandra Pérez Ramírez,https://www.instagram.com/sandra_perez_ramirez17,15004418731,,protectiondentalcenter,human,50,2,2,0,100,A
marcos_presentado,Marcos Gabriel,https://www.instagram.com/marcos_presentado,1501135427,,odontospy,human,85,1,0,0,100,A
victorr_guillen,Victor Guillén,https://www.instagram.com/victorr_guillen,1501418747,,odontospy,human,85,2,0,0,100,A
carlyn_mcmxii,Carlyn Cáceres,https://www.instagram.com/carlyn_mcmxii,1501920748,,odontologia3py,human,85,2,0,0,100,A
alexa_judith,Alexa Judith González Cuenca,https://www.instagram.com/alexa_judith,1502101977,,odontologia3py,human,95,2,0,0,100,A
aldeide_arias,Ramírez Arias,https://www.instagram.com/aldeide_arias,1503015244,,protectiondentalcenter,human,85,2,0,0,100,A
ruiz_adrianab,Adriana Ruiz,https://www.instagram.com/ruiz_adrianab,1507992235,,protectiondentalcenter,human,85,0,2,0,100,A
ana_masen,Ana Masen,https://www.instagram.com/ana_masen,1508420573,,protectiondentalcenter,human,85,1,0,0,100,A
styles_hcoco,Alejandra Sánchez,https://www.instagram.com/styles_hcoco,1508453399,,protectiondentalcenter,human,85,2,0,0,100,A
norma_soluna,Garita Gutiérrez González,https://www.instagram.com/norma_soluna,1511565306,,protectiondentalcenter,human,95,2,0,0,100,A
mirna_fernandezb,Mirna Fernández,https://www.instagram.com/mirna_fernandezb,1512358335,,protectiondentalcenter,human,85,2,0,0,100,A
marie_dominguez97,Mariela Domínguez,https://www.instagram.com/marie_dominguez97,1515313364,,odontospy,human,60,2,2,0,100,A
juana_gonzalezduarte,Juana González Duarte,https://www.instagram.com/juana_gonzalezduarte,1521882909,,odontospy,human,95,2,0,0,100,A
mariadejesusbasualdo,María De Jesús Basualdo,https://www.instagram.com/mariadejesusbasualdo,15222777701,,protectiondentalcenter,human,50,2,0,2,100,A
rocio_prietodoldan,Rocío Prieto Doldán,https://www.instagram.com/rocio_prietodoldan,1522315993,,protectiondentalcenter,human,95,2,0,0,100,A
antonella_sanz96,Anthonella Sánchez Asc,https://www.instagram.com/antonella_sanz96,1524150096,,protectiondentalcenter,human,70,2,0,0,100,A
andreaavaloscolman,Andrea Avalos Colmán,https://www.instagram.com/andreaavaloscolman,15254980095,,odontologia3py,human,50,2,2,0,100,A
maestro_chen,Justo Martínez,https://www.instagram.com/maestro_chen,1527540853,,protectiondentalcenter,human,85,2,0,0,100,A
natitadra_py,Dra. Natalia Báez,https://www.instagram.com/natitadra_py,1528321057,,odontospy,human,50,2,2,0,100,A
mb_cme,Moni Colmán,https://www.instagram.com/mb_cme,1528634479,,odontologia3py,human,85,2,0,0,100,A
