username,full_name,profile_url,pk,is_private,source,category,name_score,expat_signal,professional_signal,asuncion_signal,outreach_score,outreach_tier
avelina_baez,Avelina Báez Gómez,https://www.instagram.com/avelina_baez,3714133518,,odontologia3py,human,95,2,0,0,100,A
lucina_oviedoo,María Lucina Oviedo Franco,https://www.instagram.com/lucina_oviedoo,373711862,,protectiondentalcenter,human,95,2,0,0,100,A
diana_vruiz,Diana Vanessa Ruiz Silva,https://www.instagram.com/diana_vruiz,374845427,,protectiondentalcenter,human,95,1,0,0,100,A
vicu_vic,María Victoria Decarlos,https://www.instagram.com/vicu_vic,3770758559,,protectiondentalcenter,human,95,2,0,0,100,A
maria_elenamelo,Maria Elena Melo Ortiz,https://www.instagram.com/maria_elenamelo,37883728560,,protectiondentalcenter,human,95,1,0,0,100,A
adriana_matiauda,Adriana Elisabeth Vigo,https://www.instagram.com/adriana_matiauda,3806370287,,protectiondentalcenter,human,95,0,2,0,100,A
mariza_sos,Edna Mariza Sosa García,https://www.instagram.com/mariza_sos,38221136707,,protectiondentalcenter,human,95,2,0,0,100,A
aliciaduarte_skyone,Alicia Duarte Skyone,https://www.instagram.com/aliciaduarte_skyone,38350333639,,protectiondentalcenter,human,95,0,2,0,100,A
annie_sanhz,Ana María Sánchez,https://www.instagram.com/annie_sanhz,38443295899,,odontospy,human,95,2,0,0,100,A
janeth_osorio,Janeth Osorio López,https://www.instagram.com/janeth_osorio,388909322,,protectiondentalcenter,human,95,2,0,0,100,A
sandra_paholski,Sandra Clenir Pereira,https://www.instagram.com/sandra_paholski,39300050403,,protectiondentalcenter,human,95,0,2,0,100,A
fetni_hela,Héla Fetni Jouni,https://www.instagram.com/fetni_hela,3957426705,,protectiondentalcenter,human,95,2,0,0,100,A
ana_laurachamorro,Ana Laura Chamorro,https://www.instagram.com/ana_laurachamorro,399949994,,protectiondentalcenter,human,95,1,0,0,100,A
miguel_arcer,Miguel Arce Rolón,https://www.instagram.com/miguel_arcer,3999584022,,protectiondentalcenter,human,95,2,0,0,100,A
ali_pauli,Ali Vázquez Sanabria,https://www.instagram.com/ali_pauli,402230781,,odontologia3py,human,95,2,0,0,100,A
angeles_vargas,Ángeles Martínez Vargas,https://www.instagram.com/angeles_vargas,403180245,,odontospy,human,95,2,0,0,100,A
grace_lopezmoreira,Grace Molas López Moreira,https://www.instagram.com/grace_lopezmoreira,403577538,,protectiondentalcenter,human,95,2,0,0,100,A
mechi_cruz,María Mercedes Cruz,https://www.instagram.com/mechi_cruz,404180000,,protectiondentalcenter,human,95,2,0,0,100,A
titaemma_roldan,Rosa Roldán Chávez,https://www.instagram.com/titaemma_roldan,40703039160,,protectiondentalcenter,human,95,2,0,0,100,A
carmen_bettina,Carmencita Leguizamón Piñanez,https://www.instagram.com/carmen_bettina,4121421474,,protectiondentalcenter,human,95,2,0,0,100,A
centurion_miche,Michelle Centurión Lencina,https://www.instagram.com/centurion_miche,4121427945,,protectiondentalcenter,human,95,2,0,0,100,A
carito_gimenez,Diana Carolina Giménez,https://www.instagram.com/carito_gimenez,412487670,,odontologia3py,human,95,2,0,0,100,A
martinez_isabel,María Isabel Martinez,https://www.instagram.com/martinez_isabel,414907538,,odontologia3py,human,95,2,0,0,100,A
maga_dure,Magali Duré Acuña,https://www.instagram.com/maga_dure,415160205,,odontologia3py,human,95,2,0,0,100,A
dra_lauracaceres,Laura Cáceres Almeida,https://www.instagram.com/dra_lauracaceres,415975842,,odontospy,human,95,2,2,0,100,A
mechi_gomez,Mechi Gómez Machuca,https://www.instagram.com/mechi_gomez,416059735,,odontologia3py,human,95,2,0,0,100,A
anni_angy,Angélica Domínguez Ortega,https://www.instagram.com/anni_angy,417439082,,protectiondentalcenter,human,95,2,0,0,100,A
luana_lujan,Maria Luján Torales Gonzalez,https://www.instagram.com/luana_lujan,417533654,,odontospy,human,95,2,0,0,100,A
romina_adrianap,Romy Palau Tiozzo,https://www.instagram.com/romina_adrianap,4182768298,,protectiondentalcenter,human,95,0,2,0,100,A
fati_lopezlabella,Fátima López La Bella,https://www.instagram.com/fati_lopezlabella,418907811,,protectiondentalcenter,human,95,2,0,0,100,A
maria_rioscabrera,Maria Ines Rios Cabrera,https://www.instagram.com/maria_rioscabrera,4200306871,,odontospy,human,95,1,0,0,100,A
adri_mrdc,Adri Ruiz Diaz,https://www.instagram.com/adri_mrdc,421046299,,protectiondentalcenter,human,95,0,2,0,100,A
liz_paolo,Liz Paola Gómez Villalba,https://www.instagram.com/liz_paolo,4231518308,,odontospy,human,95,2,0,0,100,A
marisa_jzs,María Luisa Velasco Gutiérrez,https://www.instagram.com/marisa_jzs,4250031721,,protectiondentalcenter,human,95,2,0,0,100,A
danilo_paez,Danilo Páez Echeverria,https://www.instagram.com/danilo_paez,425193821,,odontospy,human,95,2,0,0,100,A
laura_candiaa,Maria Laura Candia,https://www.instagram.com/laura_candiaa,42833775701,,protectiondentalcenter,human,95,1,0,0,100,A
veronicav_py,Verónica Viveros Viedma,https://www.instagram.com/veronicav_py,4323569391,,odontologia3py,human,95,2,0,0,100,A
lala_genes,Lala Genes Salomón,https://www.instagram.com/lala_genes,432525963,,protectiondentalcenter,human,95,2,0,0,100,A
cabanas_alicia,Blanca Cabaña Cubilla,https://www.instagram.com/cabanas_alicia,4373461623,,odontospy,human,95,0,2,0,100,A
